,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
16622,2,1,2.1,3.25,3.5,0,5,5,6,16,2,2,6,8,21
16623,0,0,2.2,3.25,3.3,3,4,3,8,12,3,1,6,15,15
16624,1,2,1.53,3.8,7.5,4,3,3,10,10,1,3,6,8,18
16625,3,1,1.57,4.33,5.5,6,1,3,22,8,8,0,2,22,8
16626,1,1,2.8,3.1,2.7,0,5,5,5,17,3,4,3,10,11
16627,0,2,4.75,3.4,1.85,2,1,7,8,18,6,2,2,17,10
16628,2,3,2.38,3.4,2.9,5,1,4,17,14,5,1,4,20,14
16629,0,1,1.67,3.75,5.5,4,0,6,9,20,2,4,4,9,16
16630,1,1,1.4,4.5,7.5,7,3,0,32,10,2,5,3,5,11
16631,1,2,1.91,3.3,4.5,4,2,4,10,17,3,2,5,15,14
16632,2,0,1.3,5.25,9.5,7,3,0,27,7,2,6,2,10,14
16633,1,1,2.6,3.0,3.0,3,4,3,9,14,5,2,3,15,14
16634,1,7,2.63,3.3,2.63,4,2,4,12,12,6,0,4,20,13
16635,0,2,1.55,4.0,5.75,7,1,2,24,11,3,2,5,6,15
16636,1,3,4.2,3.6,1.83,3,1,6,14,18,4,3,3,16,11
16637,1,3,2.88,3.4,2.38,3,0,7,9,20,5,1,4,14,13
16638,0,2,4.5,3.6,1.91,2,5,3,6,7,5,3,2,15,12
16639,2,3,2.55,3.25,3.1,3,4,3,13,14,2,5,3,8,11
16640,0,1,2.63,3.3,2.9,2,2,6,9,15,3,2,5,10,14
16641,1,2,3.3,3.3,2.38,3,2,5,12,18,4,2,4,12,10
16642,0,2,6.0,4.2,1.62,3,2,5,12,15,6,3,1,17,7
16643,0,5,7.0,4.2,1.55,3,3,4,11,14,6,2,2,18,8
16644,2,1,1.62,4.2,6.0,6,2,2,16,13,1,5,4,6,12
16645,4,1,2.2,3.3,3.4,1,3,6,12,22,5,2,3,16,12
16646,0,2,4.5,3.5,1.85,3,2,5,12,13,8,1,1,23,8
16647,1,0,2.75,3.0,2.88,3,1,6,14,17,3,3,4,9,10
16648,2,3,2.4,3.1,3.2,1,2,7,7,18,4,3,3,14,10
16649,1,0,1.62,3.6,6.5,5,4,1,13,7,4,3,3,11,10
16650,1,1,1.91,3.3,4.5,2,1,7,9,19,3,2,5,12,12
16651,0,0,3.5,3.25,2.2,2,5,3,8,10,3,4,3,15,15
16652,1,1,3.6,3.3,2.15,5,4,1,22,13,6,3,1,17,9
16653,4,1,1.44,4.5,6.5,4,2,4,17,12,1,2,7,6,21
16654,2,0,1.29,5.75,8.5,4,4,2,15,15,0,2,8,5,28
16655,2,2,2.55,3.5,2.6,2,4,4,12,19,4,2,4,16,15
16656,0,1,3.1,3.6,2.15,3,5,2,21,13,9,1,0,29,7
16657,4,0,1.62,3.6,6.0,6,2,2,15,6,0,6,4,5,14
16658,1,3,17.0,6.5,1.17,2,1,7,9,23,8,1,1,31,6
16659,3,3,1.44,4.5,6.5,9,0,1,16,2,2,3,5,16,20
16660,0,2,8.0,4.75,1.36,5,1,4,19,15,8,1,1,16,5
16661,1,2,2.3,3.25,3.1,1,4,5,12,15,1,0,9,5,19
16662,2,0,2.25,3.3,3.2,6,2,2,10,7,2,5,3,12,10
16663,2,0,1.67,3.8,5.5,5,3,2,18,10,4,2,4,10,11
16664,0,1,1.91,3.5,4.2,3,5,2,10,10,3,0,7,8,21
16665,1,0,2.7,3.25,2.7,3,2,5,12,19,2,2,6,5,9
16666,3,2,1.33,5.0,10.0,5,3,2,15,8,2,1,7,8,18
16667,3,0,1.2,7.0,11.0,5,2,3,20,14,0,2,8,6,26
16668,1,1,1.95,3.3,4.0,2,5,3,13,11,6,1,3,15,9
16669,1,1,4.75,3.6,1.75,1,3,6,10,26,7,0,3,15,9
16670,0,2,1.8,4.0,4.5,8,2,0,23,8,6,1,3,18,12
16671,3,0,1.75,3.75,5.25,4,3,3,13,11,2,2,6,7,12
16672,2,1,1.44,4.5,7.5,5,1,4,14,11,5,1,4,16,17
16673,4,2,1.18,7.0,17.0,6,2,2,16,10,3,1,6,10,16
16674,0,0,3.0,3.0,2.6,5,2,3,11,12,6,4,0,14,3
16675,2,3,4.75,3.3,1.85,0,3,7,9,23,2,5,3,7,10
16676,1,2,4.0,3.3,2.0,3,5,2,7,6,5,2,3,19,11
16677,3,3,2.3,3.2,3.3,4,3,3,15,12,4,5,1,13,9
16678,4,0,1.18,7.0,17.0,6,3,1,22,6,2,4,4,12,14
16679,0,1,2.5,3.2,3.0,4,4,2,18,13,4,4,2,17,13
16680,0,1,1.53,4.0,7.0,2,5,3,10,10,1,7,2,11,14
16681,0,2,2.6,3.1,2.88,2,1,7,6,19,3,5,2,14,13
16682,2,2,2.2,3.3,3.4,1,4,5,10,18,1,4,5,10,24
16683,1,0,1.62,4.0,5.0,3,2,5,16,20,3,2,5,15,23
16684,1,2,2.5,3.4,2.7,4,1,5,23,23,1,5,4,11,16
16685,3,1,1.67,3.8,5.0,7,2,1,22,9,4,3,3,18,14
16686,0,3,1.73,4.0,4.2,5,1,4,21,16,1,5,4,13,25
16687,2,3,2.05,3.3,3.6,4,3,3,16,16,3,2,5,8,12
16688,1,0,2.05,3.25,3.75,4,3,3,11,8,2,2,6,6,18
16689,4,2,1.4,4.33,8.5,7,2,1,21,8,3,5,2,8,9
16690,1,2,3.6,3.2,2.1,3,0,7,9,19,3,5,2,10,11
16691,1,3,4.5,3.5,1.8,2,1,7,5,17,5,2,3,17,8
16692,2,0,1.91,3.2,4.33,3,4,3,7,10,1,5,4,6,14
16693,0,4,5.75,4.2,1.53,2,2,6,11,15,9,0,1,22,3
16694,1,0,2.2,3.2,3.6,2,3,5,10,17,2,5,3,9,13
16695,0,4,15.0,7.5,1.18,2,4,4,3,8,6,1,3,22,9
16696,2,0,1.18,7.0,17.0,7,0,3,21,11,0,6,4,6,17
16697,0,3,13.0,6.5,1.22,1,4,5,8,12,9,0,1,34,6
16698,2,0,1.73,3.6,5.25,6,2,2,15,9,6,1,3,15,10
16699,0,0,1.85,3.6,4.75,2,2,6,10,16,2,2,6,7,14
16700,2,0,1.85,3.5,4.2,6,0,4,15,13,7,1,2,12,7
16701,4,0,1.14,8.0,15.0,8,1,1,16,5,3,1,6,8,19
16702,1,0,2.0,3.4,3.75,1,4,5,16,22,2,1,7,7,17
16703,5,0,2.75,3.3,2.5,2,4,4,12,12,5,0,5,16,14
16704,1,1,4.0,3.75,1.83,2,0,8,7,17,6,1,3,23,15
16705,2,0,1.57,3.8,6.0,5,2,3,13,9,3,0,7,13,19
16706,2,1,3.5,3.3,2.15,3,2,5,10,13,6,1,3,16,11
16707,2,0,1.36,5.25,7.0,4,2,4,17,15,4,1,5,15,18
16708,1,1,4.75,3.75,1.7,6,1,3,10,8,8,1,1,18,5
16709,1,3,1.62,3.9,5.25,6,1,3,16,12,0,4,6,9,26
16710,0,0,1.95,3.5,3.75,7,0,3,26,12,6,1,3,22,13
16711,0,1,2.5,3.3,2.8,1,6,3,5,12,2,5,3,12,10
16712,1,1,2.05,3.4,3.5,0,2,8,6,28,3,0,7,10,22
16713,0,0,2.5,3.1,3.1,3,3,4,12,10,4,2,4,11,16
16714,3,2,2.25,3.2,3.4,5,1,4,15,12,4,1,5,14,15
16715,0,1,2.8,3.1,2.7,3,3,4,9,9,5,4,1,11,6
16716,4,0,2.3,3.1,3.4,5,3,2,17,11,3,3,4,9,11
16717,3,1,1.85,3.4,4.33,4,3,3,17,13,2,4,4,9,10
16718,2,1,2.3,3.25,3.25,1,4,5,11,25,3,6,1,13,11
16719,1,2,5.25,4.0,1.6,3,3,4,14,16,9,1,0,27,7
16720,1,0,2.5,3.5,2.63,0,2,8,4,26,2,5,3,16,22
16721,1,1,2.05,3.5,3.4,5,1,4,21,13,5,3,2,15,13
16722,4,1,2.38,3.5,2.8,2,5,3,12,15,2,5,3,15,13
16723,2,2,1.5,4.0,7.0,6,2,2,16,6,1,4,5,5,15
16724,3,1,1.36,5.0,7.5,5,2,3,21,16,3,1,6,7,21
16725,0,2,2.75,3.4,2.45,5,0,5,14,15,7,0,3,17,12
16726,2,2,2.5,3.4,2.7,2,1,7,6,15,3,3,4,14,9
16727,0,1,11.0,7.0,1.2,1,3,6,11,15,8,1,1,19,5
16728,1,2,2.7,3.4,2.5,2,1,7,8,17,2,3,5,16,21
16729,1,2,21.0,8.0,1.14,3,4,3,9,14,9,0,1,32,6
16730,1,0,1.75,3.6,4.75,3,4,3,9,10,5,2,3,15,14
16731,3,1,1.25,6.0,12.0,7,0,3,22,11,4,0,6,9,17
16732,0,6,19.0,7.0,1.17,3,3,4,10,14,7,1,2,25,6
16733,1,0,1.29,5.0,11.0,6,3,1,19,8,2,5,3,9,11
16734,2,0,2.63,3.5,2.5,6,1,3,14,10,6,2,2,23,12
16735,3,1,1.4,4.5,8.0,5,2,3,17,10,4,1,5,13,19
16736,0,3,8.0,4.75,1.36,3,2,5,6,14,7,3,0,31,9
16737,1,0,2.5,3.2,2.9,3,1,6,12,18,2,2,6,10,18
16738,2,0,1.36,4.75,9.0,8,1,1,24,8,1,2,7,9,20
16739,0,0,2.3,3.2,3.3,4,2,4,16,16,2,2,6,10,15
16740,1,4,2.0,3.3,4.0,4,3,3,9,12,1,3,6,14,22
16741,0,1,3.6,3.4,2.1,5,5,0,13,3,6,2,2,17,12
16742,1,0,2.5,3.2,3.0,2,3,5,11,17,2,6,2,11,13
16743,1,2,1.62,3.6,6.5,2,1,7,6,20,0,3,7,11,24
16744,2,0,1.17,7.0,19.0,7,3,0,26,5,3,5,2,8,7
16745,1,1,2.0,3.3,4.0,4,5,1,16,12,4,5,1,22,14
16746,1,1,2.4,3.2,3.1,5,2,3,18,12,5,4,1,16,10
16747,0,1,1.8,3.5,4.75,2,5,3,14,15,2,5,3,9,12
16748,0,0,2.1,3.5,3.3,8,2,0,29,7,7,2,1,21,10
16749,0,0,3.0,3.5,2.25,1,2,7,6,19,3,2,5,15,19
16750,2,2,1.85,3.6,4.0,2,6,2,10,12,4,1,5,22,22
16751,1,0,2.3,3.5,2.88,2,2,6,12,22,2,5,3,13,15
16752,1,0,1.2,6.5,13.0,7,2,1,21,10,0,5,5,5,18
16753,1,0,5.5,3.6,1.65,3,0,7,10,18,6,2,2,19,7
16754,1,0,1.6,3.75,5.75,4,4,2,11,11,2,2,6,6,15
16755,4,1,3.1,3.25,2.3,2,0,8,5,19,3,4,3,10,13
16756,0,0,1.75,3.6,4.75,4,3,3,8,9,2,1,7,10,22
16757,1,0,7.0,4.75,1.4,2,2,6,9,16,8,1,1,32,6
16758,2,3,2.25,3.2,3.25,5,2,3,12,8,4,1,5,11,14
16759,3,1,2.2,3.3,3.4,5,3,2,15,9,6,2,2,15,9
16760,3,0,1.7,3.5,5.25,4,1,5,13,19,2,1,7,10,20
16761,2,2,2.2,3.2,3.4,2,3,5,3,12,0,5,5,5,18
16762,1,1,2.05,3.2,3.75,3,2,5,9,13,5,1,4,11,12
16763,2,1,1.4,5.0,7.5,5,3,2,17,12,3,4,3,17,15
16764,1,2,2.0,3.3,3.8,2,6,2,7,7,1,5,4,12,17
16765,1,0,7.0,4.0,1.5,3,3,4,15,17,9,0,1,22,3
16766,2,1,2.88,3.2,2.5,1,4,5,8,14,1,2,7,2,10
16767,2,0,1.18,6.5,15.0,7,3,0,30,8,4,1,5,14,20
16768,1,0,1.22,6.0,15.0,6,2,2,16,11,4,2,4,9,15
16769,4,1,6.5,4.33,1.5,7,2,1,22,9,9,1,0,26,2
16770,0,0,4.33,4.2,1.67,1,2,7,4,23,3,4,3,14,14
16771,1,0,1.57,3.75,6.0,5,2,3,17,7,4,2,4,12,11
16772,0,1,1.95,3.5,3.8,2,4,4,15,11,2,1,7,9,16
16773,1,2,1.75,3.5,5.25,4,0,6,8,17,2,4,4,4,12
16774,1,0,2.4,3.4,2.8,6,2,2,20,8,5,2,3,14,9
16775,0,3,3.5,3.4,2.05,3,0,7,12,17,7,1,2,24,9
16776,1,0,1.91,3.4,4.0,1,4,5,12,23,3,2,5,6,16
16777,2,2,3.0,3.4,2.3,3,1,6,10,19,1,5,4,4,12
16778,1,1,2.15,3.5,3.6,6,2,2,21,8,7,2,1,21,9
16779,0,1,2.8,3.3,2.75,2,5,3,8,12,1,3,6,8,15
16780,0,3,2.7,3.25,2.88,2,2,6,6,13,2,2,6,12,20
16781,2,0,1.67,4.0,5.75,6,3,1,16,9,5,3,2,15,9
16782,3,1,1.36,5.5,9.5,6,3,1,17,6,2,1,7,9,16
16783,3,1,1.65,4.0,6.0,4,2,4,10,12,3,2,5,12,16
16784,2,0,2.25,3.3,3.6,1,4,5,7,14,2,4,4,13,16
16785,0,3,2.9,3.3,2.63,2,3,5,7,12,6,2,2,16,13
16786,1,1,2.1,3.2,3.8,2,3,5,9,13,3,4,3,12,9
16787,0,0,2.38,3.2,3.2,4,1,5,15,16,5,3,2,19,11
16788,1,0,1.33,5.0,10.0,5,1,4,15,12,4,1,5,13,16
16789,0,0,2.6,3.0,3.0,0,2,8,6,20,4,2,4,11,11
16790,1,1,2.4,3.0,3.3,3,2,5,8,14,3,2,5,8,9
16791,1,0,1.83,3.5,4.5,2,2,6,9,17,4,2,4,15,15
16792,1,0,1.95,3.5,4.0,6,1,3,17,9,4,2,4,16,18
16793,0,0,2.5,3.4,2.8,4,4,2,15,9,2,2,6,9,14
16794,5,0,2.05,3.5,3.6,1,4,5,9,17,2,4,4,11,16
16795,4,1,2.63,3.5,2.63,2,4,4,10,15,3,2,5,22,24
16796,0,1,3.0,3.4,2.38,3,3,4,14,20,4,2,4,16,12
16797,0,2,2.2,3.3,3.4,3,3,4,7,11,4,1,5,13,17
16798,1,1,1.44,4.2,8.5,5,5,0,17,9,2,6,2,8,7
16799,1,1,3.4,3.4,2.15,2,4,4,14,15,5,3,2,18,10
16800,2,0,1.62,4.0,5.0,2,6,2,11,13,2,2,6,10,20
16801,2,1,1.17,7.0,15.0,9,1,0,26,8,3,3,4,14,15
16802,0,0,1.91,3.8,3.6,2,4,4,15,22,1,2,7,5,18
16803,2,1,1.44,4.33,7.0,5,1,4,18,14,3,2,5,13,16
16804,2,1,1.91,3.3,4.2,4,1,5,13,16,3,4,3,6,8
16805,1,1,4.5,3.75,1.73,2,2,6,8,19,5,3,2,17,8
16806,3,0,1.18,6.5,15.0,9,0,1,21,2,4,0,6,10,16
16807,1,1,2.5,3.3,2.75,3,3,4,17,20,4,0,6,11,17
16808,1,1,1.44,4.2,7.5,7,0,3,15,10,1,3,6,11,15
16809,1,1,3.6,3.5,2.0,2,1,7,7,24,6,1,3,10,8
16810,1,0,1.44,4.2,8.5,0,2,8,2,12,3,4,3,8,12
16811,4,1,1.18,7.0,17.0,9,0,1,31,6,4,4,2,10,9
16812,1,3,6.5,3.8,1.57,4,2,4,12,13,7,0,3,21,10
16813,1,0,1.95,3.25,4.33,0,6,4,7,16,2,3,5,8,19
16814,0,0,1.44,4.33,7.0,5,2,3,20,12,6,0,4,16,14
16815,3,3,2.45,3.3,2.8,2,5,3,8,8,5,2,3,16,10
16816,2,3,5.0,3.75,1.67,0,3,7,7,26,6,1,3,15,10
16817,5,0,1.25,6.5,15.0,7,1,2,19,10,2,4,4,5,8
16818,0,1,1.6,4.0,6.5,5,1,4,13,10,3,3,4,10,17
16819,1,1,1.95,3.3,4.2,3,3,4,9,15,5,1,4,17,14
16820,1,0,3.5,3.1,2.25,2,3,5,16,20,5,4,1,12,3
16821,0,0,2.1,3.2,3.8,6,3,1,11,5,8,1,1,23,7
16822,3,1,2.4,3.4,2.9,6,0,4,14,12,4,1,5,18,19
16823,2,0,2.38,3.4,3.0,4,1,5,16,23,3,1,6,13,21
16824,2,1,2.2,3.2,3.5,2,5,3,11,14,2,4,4,11,22
16825,2,1,1.8,3.5,4.75,3,6,1,21,15,3,2,5,11,16
16826,3,1,3.1,3.3,2.38,3,5,2,14,13,2,5,3,14,14
16827,0,0,8.0,4.33,1.44,2,5,3,12,14,7,3,0,26,5
16828,2,1,7.5,3.8,1.53,1,2,7,12,24,4,3,3,16,12
16829,1,2,5.25,3.6,1.73,3,4,3,8,9,5,3,2,17,13
16830,3,1,1.53,4.0,7.0,2,4,4,10,11,1,1,8,5,22
16831,5,1,2.05,3.1,4.2,3,4,3,10,12,3,6,1,14,12
16832,2,1,1.2,6.5,13.0,6,3,1,19,9,2,4,4,12,15
16833,0,2,2.15,3.4,3.25,3,2,5,21,23,5,2,3,20,11
16834,1,0,2.5,3.4,2.7,1,5,4,12,16,8,2,0,28,6
16835,3,1,1.62,4.0,5.0,5,4,1,16,11,4,1,5,14,18
16836,2,1,2.63,3.0,2.88,2,4,4,8,15,5,4,1,11,9
16837,1,1,3.0,3.1,2.45,0,5,5,5,18,3,2,5,8,12
16838,5,0,1.2,6.0,15.0,7,1,2,27,7,3,3,4,14,16
16839,1,3,9.5,4.0,1.4,2,2,6,6,11,7,2,1,18,8
16840,1,1,2.5,3.0,3.0,1,5,4,7,15,3,0,7,9,19
16841,3,2,1.62,3.8,6.0,5,2,3,14,11,5,1,4,15,17
16842,1,0,2.38,3.1,3.3,2,1,7,9,21,1,4,5,8,14
16843,3,2,1.2,7.0,13.0,8,1,1,31,5,7,3,0,19,5
16844,0,2,3.3,3.1,2.38,1,5,4,7,11,2,3,5,9,14
16845,1,0,2.63,3.2,2.8,4,2,4,11,13,5,3,2,15,9
16846,1,1,1.62,3.8,5.5,4,2,4,11,10,3,1,6,10,22
16847,1,1,1.13,9.0,19.0,8,1,1,21,6,6,1,3,16,9
16848,1,0,1.53,4.33,6.0,4,2,4,14,12,3,4,3,13,14
16849,1,1,2.25,3.4,3.25,4,2,4,16,16,1,4,5,12,16
16850,1,1,3.8,4.0,1.85,3,2,5,22,25,7,2,1,24,9
16851,0,0,2.05,3.6,3.3,2,2,6,9,19,1,5,4,13,21
16852,0,2,10.0,6.0,1.25,1,2,7,3,16,9,1,0,23,8
16853,0,1,1.44,4.5,7.5,2,3,5,8,12,7,0,3,16,11
16854,1,2,1.67,4.2,4.75,4,0,6,18,21,5,1,4,18,17
16855,0,1,5.5,3.75,1.67,3,1,6,13,21,4,4,2,12,6
16856,0,0,2.25,3.4,3.2,4,1,5,13,16,3,2,5,11,18
16857,0,3,2.5,3.3,2.88,1,4,5,8,20,3,2,5,6,12
16858,3,1,3.75,3.6,1.91,3,4,3,12,12,6,3,1,20,10
16859,1,0,1.91,3.75,3.6,2,3,5,12,16,3,2,5,20,20
16860,4,0,1.33,5.0,9.0,6,1,3,20,9,1,3,6,4,21
16861,0,2,2.9,3.5,2.3,3,2,5,14,17,2,4,4,11,14
16862,2,0,3.6,3.8,1.91,1,4,5,11,17,6,1,3,19,13
16863,2,1,1.29,6.0,10.0,9,0,1,31,7,6,2,2,17,12
16864,2,2,2.25,3.6,2.9,4,1,5,14,18,3,5,2,11,11
16865,0,1,1.5,4.33,6.0,7,2,1,25,6,6,3,1,17,10
16866,3,0,1.33,5.5,7.5,6,1,3,16,12,2,0,8,9,19
16867,3,3,1.57,3.75,7.0,5,3,2,11,3,2,4,4,9,12
16868,1,0,2.6,3.3,2.75,6,2,2,17,9,5,1,4,15,12
16869,2,0,2.15,3.25,3.6,3,3,4,6,13,4,2,4,12,14
16870,4,0,1.36,4.6,8.5,4,3,3,18,13,2,4,4,12,20
16871,0,1,3.2,3.25,2.25,3,2,5,11,22,2,5,3,10,10
16872,2,3,1.44,4.2,7.5,5,1,4,14,14,0,3,7,9,28
16873,0,0,2.1,3.3,3.5,1,6,3,6,12,7,1,2,21,8
16874,1,2,10.0,5.25,1.36,2,3,5,4,12,6,2,2,22,9
16875,0,0,3.4,3.4,2.3,2,3,5,8,13,6,3,1,17,9
16876,0,1,2.4,3.3,3.25,2,1,7,8,16,2,4,4,7,12
16877,1,1,1.18,8.0,19.0,6,3,1,19,10,2,2,6,6,13
16878,0,1,4.75,3.6,1.85,2,2,6,10,17,5,1,4,13,8
16879,1,1,1.91,3.5,4.6,4,2,4,10,16,2,3,5,9,14
16880,2,1,3.25,3.5,2.3,6,2,2,17,12,7,1,2,23,10
16881,2,0,2.2,3.1,3.6,2,5,3,11,10,0,3,7,6,17
16882,2,0,2.25,3.2,3.4,3,3,4,16,18,2,2,6,7,17
16883,0,1,2.9,3.1,2.6,3,1,6,12,17,2,4,4,8,15
16884,1,2,2.2,3.2,3.6,5,4,1,19,9,3,3,4,9,8
16885,1,3,2.5,3.2,3.0,3,2,5,13,16,4,2,4,15,15
16886,1,1,3.3,3.2,2.3,3,2,5,8,16,6,1,3,16,10
16887,3,0,1.57,4.33,5.5,6,3,1,22,10,3,0,7,18,23
16888,0,2,1.91,3.6,4.0,1,5,4,13,14,2,1,7,10,22
16889,0,3,5.5,4.0,1.62,3,4,3,13,13,2,3,5,8,12
16890,0,2,13.0,7.0,1.2,2,3,5,6,14,8,1,1,22,7
16891,2,1,2.3,3.3,3.2,4,2,4,9,9,3,3,4,16,17
16892,0,0,1.95,3.5,4.0,3,2,5,12,16,1,4,5,8,22
16893,3,1,1.33,5.0,10.0,6,4,0,19,5,3,3,4,11,10
16894,1,3,3.1,3.1,2.5,3,1,6,10,16,4,4,2,15,10
16895,0,0,3.1,3.4,2.25,1,3,6,4,21,2,4,4,13,16
16896,1,3,1.33,5.25,8.0,5,1,4,17,15,1,5,4,10,18
16897,4,0,2.0,3.6,3.5,4,4,2,15,11,7,1,2,24,7
16898,0,1,4.75,4.0,1.65,1,2,7,3,17,3,4,3,12,11
16899,3,1,1.22,6.5,11.0,9,1,0,24,8,2,2,6,17,20
16900,0,2,15.0,5.5,1.22,3,2,5,10,11,7,1,2,30,7
16901,4,0,1.33,5.0,9.0,8,2,0,18,4,0,4,6,9,16
16902,0,0,1.85,3.6,4.0,4,1,5,12,15,2,2,6,8,14
16903,1,1,2.5,3.25,2.9,3,4,3,9,12,1,1,8,3,12
16904,4,0,2.88,3.4,2.45,8,0,2,23,9,9,0,1,28,7
16905,2,0,1.3,5.25,11.0,7,2,1,20,7,1,5,4,8,16
16906,4,1,3.4,3.1,2.3,1,4,5,6,12,4,2,4,10,12
16907,1,0,1.44,4.2,7.5,4,3,3,12,9,2,2,6,11,21
16908,2,0,3.1,3.5,2.2,7,1,2,23,9,8,2,0,32,8
16909,0,2,7.5,4.2,1.45,3,2,5,6,13,5,2,3,19,11
16910,2,2,2.6,3.25,3.0,2,3,5,12,17,2,3,5,7,14
16911,1,1,2.3,3.4,3.4,3,2,5,15,19,5,2,3,13,12
16912,1,1,4.2,3.6,1.95,4,3,3,14,11,6,3,1,17,7
16913,1,0,3.5,3.1,2.25,5,2,3,17,12,6,3,1,10,4
16914,1,1,3.4,3.3,2.2,7,2,1,20,6,6,2,2,15,11
16915,0,0,2.2,3.1,3.7,4,3,3,11,10,2,3,5,7,14
16916,2,2,1.91,3.8,3.8,7,0,3,15,11,3,3,4,19,21
16917,2,1,4.2,3.75,1.85,6,1,3,20,17,4,4,2,12,6
16918,3,2,1.5,4.2,7.0,5,4,1,19,10,3,4,3,13,15
16919,2,0,1.53,4.0,7.0,1,7,2,7,7,2,2,6,13,23
16920,3,0,1.8,3.5,4.75,2,4,4,13,15,4,5,1,22,15
16921,1,2,4.0,3.4,2.0,2,3,5,11,23,4,6,0,15,10
16922,1,1,1.8,3.5,4.75,3,5,2,13,15,4,4,2,17,14
16923,3,1,1.36,5.0,8.5,5,3,2,18,14,2,5,3,11,13
16924,2,1,1.29,5.0,11.0,5,3,2,19,13,3,1,6,13,18
16925,3,0,1.85,3.8,3.8,3,2,5,12,15,3,2,5,13,19
16926,1,2,5.0,4.33,1.57,2,3,5,8,16,6,2,2,21,7
16927,2,4,2.38,3.4,2.88,2,6,2,12,13,7,2,1,15,7
16928,1,1,2.5,3.25,2.8,8,2,0,21,6,9,0,1,23,2
16929,3,3,2.75,3.3,2.5,2,1,7,6,13,5,1,4,15,15
16930,0,0,2.1,3.25,3.6,3,1,6,9,16,0,5,5,5,18
16931,0,1,1.57,3.8,6.0,4,4,2,15,9,2,4,4,4,9
16932,0,2,2.8,3.25,2.5,4,4,2,10,10,6,1,3,17,6
16933,1,2,1.5,3.8,7.5,3,3,4,8,11,1,5,4,7,15
16934,2,1,1.5,4.0,7.0,2,3,5,10,20,2,3,5,8,18
16935,1,2,2.8,3.2,2.63,5,0,5,16,19,5,2,3,15,10
16936,2,1,3.8,3.3,2.05,1,3,6,8,15,6,1,3,17,13
16937,1,2,2.25,3.1,3.5,3,3,4,8,13,3,1,6,9,19
16938,2,5,9.0,5.25,1.33,3,2,5,11,14,8,1,1,32,6
16939,0,1,1.57,4.0,6.0,4,3,3,16,12,2,4,4,14,15
16940,1,1,3.25,3.2,2.25,4,0,6,9,16,3,4,3,10,15
16941,2,0,2.6,3.2,2.8,2,2,6,8,20,4,0,6,8,14
16942,2,1,1.29,6.0,12.0,6,1,3,23,12,2,1,7,7,14
16943,2,0,2.38,3.1,3.5,2,2,6,6,13,1,3,6,4,14
16944,3,2,1.91,3.8,4.2,5,4,1,14,8,7,2,1,19,10
16945,0,2,1.91,3.6,4.5,2,4,4,9,11,2,2,6,10,16
16946,3,1,1.29,6.0,12.0,5,4,1,16,7,2,3,5,13,18
16947,0,0,1.73,3.9,5.25,6,1,3,14,7,3,4,3,13,11
16948,1,1,2.38,3.3,3.3,3,4,3,8,11,3,2,5,15,19
16949,2,0,2.55,3.25,3.1,2,4,4,8,14,3,3,4,9,17
16950,1,0,1.33,5.5,11.0,6,2,2,21,10,2,3,5,7,12
16951,1,4,5.75,3.8,1.7,5,3,2,13,11,5,4,1,16,10
16952,0,1,2.6,3.1,2.9,1,1,8,6,18,2,4,4,7,10
16953,0,3,8.5,6.0,1.29,2,4,4,15,11,8,1,1,18,4
16954,1,2,3.1,3.3,2.3,2,4,4,12,19,5,3,2,13,7
16955,2,2,1.33,5.0,9.5,5,2,3,14,10,3,1,6,14,19
16956,4,2,1.33,5.25,9.5,3,3,4,10,10,1,5,4,12,14
16957,2,4,3.75,3.6,1.91,7,2,1,18,9,9,1,0,25,8
16958,1,0,1.2,6.0,15.0,8,0,2,30,5,3,4,3,13,9
16959,2,2,2.45,3.2,3.0,4,0,6,11,20,3,4,3,10,13
16960,1,1,2.8,3.25,2.5,4,1,5,13,16,6,1,3,17,12
16961,0,1,2.38,3.25,3.0,2,0,8,9,20,3,2,5,10,20
16962,2,1,2.0,3.4,3.75,1,3,6,12,29,3,1,6,5,14
16963,1,0,4.0,3.6,1.85,2,2,6,11,19,7,1,2,24,9
16964,0,2,1.95,3.4,4.2,2,5,3,12,14,2,1,7,10,18
16965,0,0,2.0,3.2,4.2,4,3,3,11,8,4,3,3,11,10
16966,0,2,1.91,3.3,4.5,2,3,5,7,14,3,4,3,13,10
16967,2,2,1.25,6.0,12.0,5,3,2,13,10,4,2,4,16,16
16968,2,1,2.25,3.2,3.4,2,2,6,7,17,2,3,5,8,17
16969,8,0,1.09,11.0,26.0,8,1,1,22,6,4,2,4,10,10
16970,4,5,2.3,3.5,3.0,4,4,2,13,7,6,3,1,21,10
16971,1,0,1.73,3.6,5.25,4,1,5,12,12,3,3,4,12,15
16972,2,1,1.95,3.7,3.8,3,0,7,17,23,2,3,5,6,12
16973,3,2,2.6,3.4,2.7,6,1,3,20,17,7,1,2,17,12
16974,1,0,2.3,3.6,3.0,3,4,3,21,22,6,2,2,17,9
16975,1,3,3.3,3.3,2.25,3,5,2,17,15,5,4,1,20,11
16976,3,1,4.0,3.3,2.0,4,4,2,21,17,6,2,2,18,12
16977,2,0,5.5,4.0,1.57,3,2,5,12,20,6,2,2,21,14
